Date,Username,Link,Description,Language,Template,Hashtags,authorDigged,authorFollowerCount,authorFollowingCount,authorLikes,videoCount,musicAuthorName,musicTitle ,collectCount,Video Comment Count,Video Play Count,Share Count,videoId,authorId,musicId
2023-10-04,july.health,https://www.tiktok.com/@6798297387447092229/video/7285894353984277766,"A video of coffe cup and a girl relaxing on the balcony of some goplf-resort with the sea view, telling that she can help her health-care colleagues to find remote jobs.",Enlish,No,#remotework #remotejobs #buildyourdreamlife #workfromhomejobs2023 #workfromhomejobs #howtomakemoneyonline #remotejobs2023 #healthcareworkers #workfromhome #digitalnomad #fyp #foryou,39200,140500,157,1800000,192,Tate McRae,greedy,7694,548,1400000,1251,7285894353984277766,6798297387447092229,7263788553225358126
2024-01-03,july.health,https://www.tiktok.com/@6798297387447092229/video/7319659007067606277,"A young asian woman talking to the camera, embodying her commitment to remain on the frontlines despite the challenges of bulling and burnout, that is because of the shortage of health care workers.",English,No,#healthcareworkers #burnout #nursing #remotework #workfromhome #buildyourdreamlife #digitalnomad #nursetok #foryou #fyp,28200,140500,157,1800000,192,july health,original sound,1577,298,361600,609,7319659007067606277,6798297387447092229,7319659025313499909
2023-07-02,suitelifeoflauren,https://www.tiktok.com/@6672574899397559301/video/7251206154435480874,"A guy is melting in Egypt's tombs when it over 40 degrees, and says he should listen his guide ",English,Boomerang,#efultimatebreakegypt #efultimatebreak #digitalnomad #solofemaletraveler #digitalnomadgirl2023 #travelingfulltime #travelinyourtwenties #egypttraveltips,37400,29600,960,1800000,425,SuiteLifeofLaurenKarwoski,original sound,304,44,506900,195,7251206154435480874,6672574899397559301,7251206188728093483
2023-07-02,suitelifeoflauren,https://www.tiktok.com/@6672574899397559301/video/7251275573949926698,A girl is reading the signes on the old stone and intrepretating it to a story of someone sleeping in the bed (there is no end),English,No, #efultimatebreak #efultimatebreakegypt #solofemaletraveler #digitalnomad #egypttraveltips #travelingfulltime #digitalnomadgirls #samthefirstnightatbed #jerseyshore,63900,29600,960,1800000,425,SuiteLifeofLaurenKarwoski,original sound,1328,285,533900,19100,7251275573949926698,6672574899397559301,7251275594149743402
2023-10-06,suitelifeoflauren,https://www.tiktok.com/@6672574899397559301/video/7286911646612737322,"A girl filming herself eating belgium waffles, saying that this is a reason why she decided to become a solo traveling digital nomad in Europe.",English,No,#solofemaletraveler #daytripsfromparis #digitalnomad #digitalnomadeurope #solotravelingeurope #solotravelingwoman #travelinyour20s #brusselsbelgium #belgiumwaffle,82900,29600,960,1800000,425,rapidsongs,Cannibal by Kesha,3982,389,507100,2664,7286911646612737322,6672574899397559301,6793584965801052933
2023-09-18,coffee.and.notions,https://www.tiktok.com/@6930428823020454913/video/7280164334422985989,"A laptop just got an upgrade! ✨ this is such a handy device when you don't want to be tied down in your office. it's as simple as plug-and-play, and the color coordination with my laptop is a nice touch teehee",English,No,#portablemonitor #homeoffice #gamingmonitor #monitor #dualmonitor #pcsetup #laptopsetup #gamingsetup #wfhlife #workfromanywhere #digitalnomad,27100,31200,112,1700000,226,AKMU (악뮤),Love Lee,8650,119,581000,1829,7280164334422985989,6930428823020454913,7268616587163240450
2023-11-01,coffee.and.notions,https://www.tiktok.com/@6930428823020454913/video/7296462810341575942,"Resource sharing, laptops - gift idea for college students 📚👩🏻‍💻 (and digital nomads!) this is such a handy device especially when you're a student or when you don't want to be tied down in your office.",English,No,#portablemonitor #giftideas #collegelife #studygram #homeoffice #gamingmonitor #monitor #dualmonitor #pcsetup #laptopsetup #gamingsetup #wfhlife #workfromanywhere #digitalnomad #studytok,216700,31200,112,1700000,226,ヘクとパスカル,fish in the pool・花屋敷,54200,344,2000000,4545,7296462810341575942,6930428823020454913,6910585281334740994
2023-11-10,marcosmaia.info,https://www.tiktok.com/@7272304374130279430/video/7299840650214657286,"A brasilian guy ios talking about e-commerce and business online, multiple income sources and nor recomending only one mobile operator for internet connection",Portuguese,No,#GranaOnline #TrabalhoRemoto #GanharDinheiroNaInternet #NotebookVsCelular #EmpreendedorismoDigital #RendaExtra  #DigitalNomad #TrabalhoOnline #LiberteSeuPotencial #NegócioDigital #OportunidadeOnline #MarketingDigital #HomeOfficeLife #NotebookEssential #SideHustle #DinheiroExtra #LiberdadeFinanceira #CarreiraDigital #OnlineBusiness #HustleHard #GigEconomy #VidaDigital #TrabalharDeQualquerLugar #FuturoDigital #IndependênciaFinanceira #TrabalheEmCasa #SucessoDigital #DinheiroNoBolso #ExploreOOnline #EmpreendaNoDigital,81500,118500,0,1600000,68,Marcos Maia,som original,10200,914,683800,612,7299840650214657286,7272304374130279430,7299840673988659973
2023-09-08,thenatashaibrahim,https://www.tiktok.com/@6733737401188074501/video/7276474915459501355,"A woman showing her individual side by traveling alone, claiming that she is comfortable as single and if anyone wants to make her a company they should become better then her. Flashing pictures of a firl in a gym, in a bar, in a plane. The remarkable side is that she is showing off her well-trained body, calling for the attention.",English,No,#solofemaletravel #digitalnomad #motivation #divinefeminineenergy #girls #20something #selflove #southasian #bipoc,80300,88400,229,1600000,1626,Unhinged,original sound,13600,282,450300,6776,7276474915459501355,6733737401188074501,7271396103960922922
2023-10-08,emmasusas,https://www.tiktok.com/@6715872776181679110/video/7287400804535979310,"A young girl is filming herself and day dreaming about future travels, she need to safe money first.",English,No,#travel #travellifestyle #seetheworld #digitalnomad #travelbucketlist #bucketlist #backpacking #vanlife #nomad,15200,4955,286,1600000,922,amelia🎀💌🪩,lacy second chorus olivia rodrigo,1982,32,71500,737,7287400804535979310,6715872776181679110,7276313334243461921
2023-06-17,camperhacker,https://www.tiktok.com/@7155436095256331270/video/7245668330441329947,A video showing multiple-story underground house with the entrance through a campervan.  ,English,No,,59400,160600,1400000,1400000,282,Asta,Lizzie Mcguire,7592,552,2600000,10400,7245668330441329947,7155436095256331270,7229502909632464897
2023-07-08,keekstravels,https://www.tiktok.com/@6765367498050274309/video/7253496420794273070,"A girl is talking about then fact that Canada is launching DN visa, interested in international tallent in tech-sphere. They want people to come and eventually stay permanently, and the author asking if this country is attractive for a DN?",English,Green Screen,#Canada #digitalnomad #visa #digitalnomadvisa #digitalnomadvisas #permanentresidency,0,57100,396,1400000,66,kiera | slow traveler 🐌,original sound,13000,1276,0,13200,7253496420794273070,6765367498050274309,7253496438494153514
2023-12-27,thewaqashassan,https://www.tiktok.com/@6782414525394502661/video/7317185664968133889,"A pakistani guy telling to the camera how easy it is to get Azerbaijan Visa in 3 Days without financial statements, booking flights and hotel confirmation. ",Urdu,No,#VISA #digitalnomad #countries #AbroadStudy #smartwork #contentcreation #passiveincome #freelancing #world #waqashassn #studyabroad #digitalnomadvisa #Pakistan #india #Bangladesh #travel #traveltheworld #vacations #travelgoals #travelling #permanentresident #usatravel #usa #turkey #unitedstates,54700,102400,4,1200000,350,Waqas Hassan,original sound,8443,359,1200000,1560,7317185664968133889,6782414525394502661,7317185766835866370
2023-12-06,pete_morgan,https://www.tiktok.com/@6851323926238004229/video/7309514937884216608," A guy is talking about Brasil and Rio De Janeiro, and the lifestyle there: less work, more events, good food and cheap accomodation",Engish,No,#gringoinbrazil #digitalnomad #riodejaneiro,20300,9600,157,1200000,35,Declan McKenna,Brazil,1346,233,213900,114,7309514937884216608,6851323926238004229,6710503319309125633
2023-11-06,nomads566,https://www.tiktok.com/@7287458695939146798/video/7298431088387542315,The video represents a traditional nomadic family with lots of children cooking simple meal on a fire at the camp,Underfind,No,#TravelNomad #WanderlustVibes #ExploreTheWorld #digitalnomadlife,28200,68600,245,1100000,1436,Nomads,original sound,1583,273,3100000,718,7298431088387542315,7287458695939146798,7298431169975126826
2023-11-18,nomads566,https://www.tiktok.com/@7287458695939146798/video/7302733799924993326,"V-logging  project on finishing the plastering of Fariba's house encapsulates the essence of nomadic life, blending adventure with the joy of discovery and helping others. It's a beautiful reminder of how travel can connect us more deeply with communities around the world.",Turkish,No,#TravelNomad #WanderlustVibes #ExploreTheWorld #AdventureTime #DigitalNomadLife #TikTokTravel #NomadicAdventures #RoamingFree #TikTokWanderer #Globetrotting #VanLifeVibes #BackpackerLife #TikTokExplorer #NomadCommunity #TravelDiaries #TikTokJourney #WildernessWanderer #LifeOnTheRoad #NomadicCreativity #AdventureAwaits #NomadLife#Wanderlust#DigitalNomad #TravelGoals #VanLife #AdventureLife #ExploreMore #RoamingNomad #LifeOnTheRoad #Globetrotter #TikTokNomad #NomadicSpirit #FreedomLifestyle #Backpacking #WildernessLife #TravelInspiration #RemoteWork #NomadicCommunity #SustainableLiving #TikTokAdventures #NomadLifeAdventures #RoamingFreeVibes #WanderlustNomad #ExploreDreamDiscover #VanLifeMagic #NomadicSoul #OnTheRoadAgain #DigitalNomadLife #TravelingNomad #NomadSpirit #NomadAdventures#WanderingSoul #ExploreTheWorld #VanLifeDreams #RoamWithPurpose #NomadicJourney #TravelTribe #WanderlustVibes #DigitalNomadLife #GlobeTrotter #OnTheRoadLife #AdventureSeeker #NomadSpirit #FreeSpiritLife #DiscoverTheUnknown #OpenRoadLiving #TravelNomadically #NomadAdventureTime #ExploreInspireRepeat #NomadDreaming #VanLifeMagic #JourneyBeyond #NomadSoul #AdventuresAwait #TravelingNomad #NomadLifeDiaries #WanderWithPurpose #VanLifeCommunity #NomadLifeEscape,27200,68600,245,1100000,1436,Nomads,original sound,1650,169,2600000,1111,7302733799924993326,7287458695939146798,7302734098664000302
2023-11-18,nomads566,https://www.tiktok.com/@7287458695939146798/video/7302744486529076522,Turkish women making traditional turskish flat bread,Turkish,No,,19500,68600,245,1100000,1436,Nomads,original sound,1406,210,3300000,1303,7302744486529076522,7287458695939146798,7302744869569645355
2023-11-20,nomads566,https://www.tiktok.com/@7287458695939146798/video/7303453513995078955,"Video that showcases the daily life of a local household, including cleaning their house and sharing a meal, while being observed by a nomad, offers a unique window into the culture and everyday routines of the community. This approach allows viewers to gain an intimate glimpse of local customs and family dynamics, emphasizing the beauty of simplicity and the value of communal living. However it shows no participation, just observation",Turkish,No,#TravelNomad #WanderlustVibes #ExploreTheWorld #AdventureTime #DigitalNomadLife #TikTokTravel #NomadicAdventures #RoamingFree #TikTokWanderer #Globetrotting #VanLifeVibes #BackpackerLife #TikTokExplorer #NomadCommunity #TravelDiaries #TikTokJourney #WildernessWanderer #LifeOnTheRoad #NomadicCreativity #AdventureAwaits #NomadLife#Wanderlust#DigitalNomad #TravelGoals #VanLife #AdventureLife #ExploreMore #RoamingNomad #LifeOnTheRoad #Globetrotter #TikTokNomad #NomadicSpirit #FreedomLifestyle #Backpacking #WildernessLife #TravelInspiration #RemoteWork #NomadicCommunity #SustainableLiving #TikTokAdventures #NomadLifeAdventures #RoamingFreeVibes #WanderlustNomad #ExploreDreamDiscover #VanLifeMagic #NomadicSoul #OnTheRoadAgain #DigitalNomadLife #TravelingNomad #NomadSpirit #NomadAdventures#WanderingSoul #ExploreTheWorld #VanLifeDreams #RoamWithPurpose #NomadicJourney #TravelTribe #WanderlustVibes #DigitalNomadLife #GlobeTrotter #OnTheRoadLife #AdventureSeeker #NomadSpirit #FreeSpiritLife #DiscoverTheUnknown #OpenRoadLiving #TravelNomadically #NomadAdventureTime #ExploreInspireRepeat #NomadDreaming #VanLifeMagic #JourneyBeyond #NomadSoul #AdventuresAwait #TravelingNomad #NomadLifeDiaries #WanderWithPurpose #VanLifeCommunity #NomadLifeEscape,22100,68600,245,1100000,1436,Nomads,original sound,1199,163,1600000,612,7303453513995078955,7287458695939146798,7303453730358823723
2023-10-16,_thebellarose,https://www.tiktok.com/@6930792850284905478/video/7290561430104067374,"The girl is telling her story of living abroad in Bahrain, expat in her 20th and she works remote for an American company. She highlight the cost of living, services and security the main aspects of why she does not want to return to America",English,Beauty Guru's voice,#remotework #nokidsclub #digitalnomad #livingabroad #americanexpat #blackabroad #muslimcountry,68300,57500,331,1100000,151,$TURCK,Redbone (feat. The Notorious B.I.G. & 2Pac),7161,1004,454500,2698,7290561430104067374,6930792850284905478,6807324155571095560
2023-11-29,_thebellarose,https://www.tiktok.com/@6930792850284905478/video/7307012431207779626,A girl is telling about  that convenience is everything to me. Soft life in every way. The local food storeconnected to her appartment is such convinience.,English,Darling Voice,#livingabroad #expatsabroad #blackinbahrain #digitalnomad #conveniencestore,830700,57500,331,1100000,151,The Luxe Digital Nomad,original sound,82900,3371,4500000,11600,7307012431207779626,6930792850284905478,7307012473499142958
2024-01-16,nicbalz,https://www.tiktok.com/@6936292563263931393/video/7324793317743529218,"The story of a filipino guy who tried to get a job, but got rejected several times, which lead him to a new pass of self-employed person. He managed to succeed and showing the new house and a car he bought for his family. This is a different digitalnomad story, where the success coming from remote job is still measures by goods and family ties.",Philipino,No,#pinoyfreelancer #digitalnomadlife #digitalnomad #freelancing #freelancer #pinoyinspain #freelancingjourney #virtualassistant #virtualassistantjourney #pinoyvirtualassistant #teacher #languageassistant #redirection,88300,40200,127,1100000,161,TONEEJAY,711 by TONEEJAY Acoustic,6816,2024,1100000,1650,7324793317743529218,6936292563263931393,7285678273651116806
2024-01-16,soymicalopez,https://www.tiktok.com/@6833777550712865798/video/7324782999591980321,"The video features a girl marketing her book on becoming a remote worker. She emphasizes finding one's purpose and choosing remote work that aligns with this purpose. This approach suggests a personalized strategy for transitioning to remote work, focusing on individual goals and passions.",Spanish,No,#freelancer #trabajoremoto #nomadadigital #remotework #freelance #digitalnomad #trabajoremoto🖥️ #trabajoremotoenespañol #emigrar #emigrardelatinoamerica,34700,83000,2459,1000000,675,Mica López | 👩🏻‍💻✈️,original sound,24500,380,593700,4904,7324782999591980321,6833777550712865798,7324783026248174369
2023-08-13,towingwildoats,https://www.tiktok.com/@6946160347070317573/video/7266599417111858478,"V-logging, traveling solo with a dog in a campervan somewhere in Alaska",English,No,#solotravel #solofemalevanlife #solovanlife #travelwithdogs #lifeontheroad #roadtrip #fulltimetravel #alaskaroadtrip #canadaroadtrip #vanlifemoments #digitalnomad,53400,51100,327,1000000,307,Andrew Joy,Countryside,1199,317,587500,169,7266599417111858478,6946160347070317573,6999647108076849153
2023-10-17,asyanasyana,https://www.tiktok.com/@7164843574004696091/video/7290900323982494981,"Indonesian girl, says she is 26 years old talimng about solo travel and backpacking, flashing pictures of travels",Indonesian,No,#traveltiktok #solotravel #traveling #digitalnomad,27400,55000,252,946000,166,🥀ꪑꪗꪑꫀꪶꪮᦔꪗ🥀,original sound - 🎀Mong ji Hyo81🎀,3675,1041,296000,242,7290900323982494981,7164843574004696091,7020319769245141787
2023-12-08,howtotravelfulltime,https://www.tiktok.com/@7031870523195163654/video/7310115903788616992,"A blond girl talking to the camera from the swimming pool in Bali, about how grey and expensive England is and how devstating it is to work shift, come home only to sleep and then next day repeat the same again., She asks, where is the living?",English,No,#digitalnomad,82600,62100,504,879900,256,Casey ☀️ Content Creator 🌴✈️,original sound,6155,575,694500,370,7310115903788616992,7031870523195163654,7310115956113181472
2023-06-21,wanderlustfulrosie,https://www.tiktok.com/@6798358378483467269/video/7247153988238462216,"Exploring Rome in the summer offers a unique charm, especially for those who appreciate the beauty of its historical and architectural wonders on foot. But it is a lot of walking and there is a network sound of heavily breathing man that is used here is well",English,No,#rome #italy #rometravel #travelitaly #eurosummer #europe #europetravel #rometraveltips #traveltipsandhacks #traveltiktok #traveltok #europe2023 #rometips #digitalnomad #gapyear,89100,6716,680,868400,213,PieterJohnsen,original sound,6356,468,771700,14200,7247153988238462216,6798358378483467269,7156880472193256194
2023-06-30,wanderlustfulrosie,https://www.tiktok.com/@6798358378483467269/video/7250520931645295890,"V-log of a guy walking on the London streets and breathing heavy, it's too big city to walk when the tube is so expensive",English,No,#london #londontravel #travellondon #eurosummer #europetravel #englandtravel #londonlife #backpacking #digitalnomad #summerinlondon #traveltok #traveltiktok #londontraveltips #londonundergroundfun,45600,6716,680,868400,213,PieterJohnsen,original sound,2249,0,447000,4127,7250520931645295890,6798358378483467269,7156880472193256194
2023-06-30,zoeyrofkahr,https://www.tiktok.com/@6652410939973599237/video/7250351531382361390,"Two girls dancing in rain in CostaRica, slow motion provided with the template",English,Capcut,#travelingbestfriends #traveltiktok #travellife #digitalnomad #travelbestfriends #CapCut #costarica,66000,11900,2691,859800,570,Amee,cars outside,8200,269,531400,7964,7250351531382361390,6652410939973599237,7237941630907927302
2023-09-16,fannasimo,https://www.tiktok.com/@7061989518903280646/video/7279326684845772064,"A girl is making walk through her van, with all the convinience for a mobile life",Hungarian,No,#vanlife #vanlifehungary #digitalnomad #digitalnomadlife #digitalnomadgirl #van #vanlifetravel #travel #hungary #magyartiktok ,44900,54800,576,807000,196,Fanna,original sound,3912,669,675300,1666,7279326684845772064,7061989518903280646,7279326727074040609
2023-11-22,portugalimmigration,https://www.tiktok.com/@6915560887793550342/video/7304357264880651553,"PAKISTANIS IN PORTUGAL, video of men gathering to discuss the imigration policies in Portugal",Pashto,No,#fyp #foryoupage #foryourpages #foryoupage #portugal #for #foryou #foryour #foryourpage #job #jobseeker #jobseekervisa #portugal🇵🇹 #pakistanisinportugal #adeelehsan #adeelehsanportugal #portugalimmigration #portugalimmigration2023 #portuguese #language #goldenvisa #d7visa #apma #sef #viral #trend #toptrending #portugalimmigration #portugalpassport #portugaltravel #portugalvisa #portugalgoldenvisa #goldenvisaportugal #portuguesapotencia #portugese #portugal #ukimmigrationlawyer #ukimmigrationlawyers #portugalmigration #visafreetravel #visafreetravels #portugaltours #ukinnovatorvisa #ukbusinessimmigration #portugalbusiness #d2visa #d7visa #d7visaportugal #switzerland #travel #visafreecountries #portugalvisaupdate #ukspousevisa #portugaltourism #portugaltiktok #aima #mostviewed #1millionaudition #adeelehsan #viral #viralvideo #sis #schengeninformationsystem #aima #studyingabroad #studyinportugal #studyvisa #d7 #d7visa #d8 #d8visa #d2 #d2visa #d3 #d3visa #d4visa #d4 #digitalnomad #digitalnomadvisa #techvisa #visa #desaurpardes #desaurpardesse #capcut,14800,99900,0,777900,413,🇵🇰 Adeel Ehsan 🇵🇹,original sound,1733,421,389200,627,7304357264880651553,6915560887793550342,7304357300728056608
2023-07-10,wakawakadoctor,https://www.tiktok.com/@6936580544813777926/video/7254245175566847258,"A guy is dancing and showcasts his services to relocate to Switzerland to work in different fields sich as international organisations, administrative as well as internship positions. He is sharing links to these positions.",English,No,#wakawakadoctor #travelcreator #digitalcreator #travelagent #digitalnomad #studyabroadtips #moveabroad #movingabroad #studentvisa #internationalstudy #abroadjobs #studyoverseas #visafree #Ukvisa #switzerland #switzerlandjobs,37800,160400,0,624900,344,Wakawaka Doctor,original sound,12700,1359,1100000,6340,7254245175566847258,6936580544813777926,7254245158559894298
2023-10-19,wakawakadoctor,https://www.tiktok.com/@6936580544813777926/video/7291731764043730209,"A guy is telling about all different ways of moving to Australia, he says: Don't go to Canada - go to Australia, but the whole video is acxtually about permanent migration.",English,No,#wakawakadoctor #travelcreator #digitalcreator #travelagent #digitalnomad #studyabroadtips,30400,160400,0,624900,344,Wakawaka Doctor,original sound,4462,1488,784700,2028,7291731764043730209,6936580544813777926,7291731795563793184
2023-08-03,viajoytrabajo,https://www.tiktok.com/@6693494983242286085/video/7263231136371903750,A women explains what are the opportunities to ge a remote job in latin America.,Spanish,No,#trabajoremoto #remotework #sheworks #transparentbusiness #nomadadigital #digitalnomad #teletrabajo #silviamoschini #comoencontrartrabajoremoto,67000,53200,348,617200,107,Muspace Lofi,Natural Emotions,51900,373,791800,8796,7263231136371903750,6693494983242286085,7142926872781817858
2023-09-21,viajoytrabajo,https://www.tiktok.com/@6693494983242286085/video/7281383909412162821,Part three of the guide about remote jobs platforms popular among latino-americas,Spanish,Green Screen,#trabajoremoto #trabajoendolares #nomadadigital #digitalnomad #tipsparatrabajardesdecasa #trabajoremotosinexperiencia #comotrabajardesdecasa #teletrabajo #alexandertorrenegra #alextorrenegra #torreai #virtuallatinos #gofasti,190400,53200,348,617200,107,Lau. | digital nomad👩🏼‍💻✈️,original sound,148600,914,2200000,28100,7281383909412162821,6693494983242286085,7281383962757286662
2023-09-28,viajoytrabajo,https://www.tiktok.com/@6693494983242286085/video/7283989527453076742,"Sharing information about the remote work platform Simera, listing all possible proffesions, the platform functins like tinder",Spanish,No,#trabajoremoto #ganarendolares #trabajodesdecasa #tipsparatrabajardesdecasa #comosernomadadigital #trabajoremotosinexperiencia #trabajoendolares #digitalnomad #teletrabajo #trabajovirtual #asistentevirtual #virtualassistant,88000,53200,348,617200,107,Lau. | digital nomad👩🏼‍💻✈️,original sound,70800,462,1500000,23700,7283989527453076742,6693494983242286085,7283989562933054214
2023-12-29,helloelena_,https://www.tiktok.com/@7065933229908165659/video/7318025143354445061,"Solo traveling filipino woman is dancing infront of the camera, with a coconut drink in her hand. The video says ""when you deeply in love"", pop music in the background",Filipino,No,#nbsb #nbsbtayo #digitalnomadlife #freelancingph #femalesolotraveler #digitalnomad #digitalnomadlifestyle #nbsb #eldestdaughter,44700,11000,123,611000,415,alexa,T I N G I N,3205,670,289000,1300,7318025143354445061,7065933229908165659,7252714280266058501
2023-09-21,psy_diaries,https://www.tiktok.com/@6820817690493338630/video/7281164332619009322,"V-log about Italy, from a guy who recently moved there. He praises Italian language, vibration and prononciation of it, Italian food and generosity.",English,No,#mushrooms #conciousness #exploration #MentalHealth #italy #travel #digitalnomad,26400,57700,1130,573500,583,Post Malone,Circles - Instrumental,1509,1847,565400,2078,7281164332619009322,6820817690493338630,6928675620993894402
2023-12-15,moeshaclayy,https://www.tiktok.com/@7148631020142068782/video/7312832352240028974,Video shares 3 effortless side hustles that anyone can do ❤️ and yes i do or have done these. ,English,Add yours ,#digitalnomad #digitalproducts #2024sidehustles,57900,49300,126,566300,446,Moesha Clay,original sound,36400,884,973700,3855,7312832352240028974,7148631020142068782,7312832429218335534
2023-12-04,techfren,https://www.tiktok.com/@282843165722599424/video/7308661935162035463,A guy is talking to the camera and sharing his creen to showcast an application process for a $400k AI engineer role.,English,No,#softwareengineer #computerscience #aiengineer #chatgpt #jobsearch #interview #codingchallenge #javascript #database #remotejob #digitalnomad #siliconvalley #openai,59600,31300,242,548000,242,techfren,original sound,5619,443,1100000,442,7308661935162035463,282843165722599424,7308661976879008513
2023-06-23,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7247781243771800837,Two filipinian girls make video log of unique experience highlights the rich cultural heritage of Kazakhstan and offers a deep dive into traditional practices that have been passed down through generations.,Filipino,No,#accesstravel #access360 #angelydub #kazakhstan #centralasia #travel #solotravel #digitalnomad #femaletraveler places to,36500,74200,10,537900,134,Nicky Youre & dazy,Sunroof,1421,345,502500,498,7247781243771800837,6804409646707753985,7030869625303517186
2023-06-25,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7248517192025672966,"Filipinian girls are testing horse milk in Kazakhstan, that taste not so good",Filipino,No,#horsemilk #kazakhstan #centralasia #food #streetfood #exoticfood #travel #solotravel #digitalnomad #femaletraveler #accesstravel #access360 #angelydub,21900,74200,10,537900,134,Sassa Gurl,Maria Hiwaga,679,101,455900,184,7248517192025672966,6804409646707753985,7240403829962459137
2023-07-13,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7255206018727120133,"A woman explaning that sucess does not come over night, telling a long personal story of her life and how she became a traveller with her own travel agency",Mix English and Hindi,No,#bali #balirealestate #realestate #hometour #comedy,33100,74200,10,537900,134,Journey,Don't Stop Believin' (Re-Recorded),2481,396,518300,910,7255206018727120133,6804409646707753985,6787267480009050113
2023-07-23,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7258945021586590982,"A wide range of experiences over the last 12 years, from being misinterpreted in various situations to embracing travel as both work and a lifestyle.",Filipino,No,#AccessTravel #Access360 #AngelyDub #AngelyTalks #travel #cultureshock #solottravel #digitalnomad #femaletraveler,16100,74200,10,537900,134,Lady Aqua,Barbie Girl,549,180,237600,137,7258945021586590982,6804409646707753985,6735291008394725377
2023-10-11,postcardsbyily,https://www.tiktok.com/@7283765246379295786/video/7288499325376711982,"Flashing pictures of the destinations in central America, by the lake",English,No,#tiktoktravel #guatemala #lakeatitlan #solotravel #travelcreator #travelcontentcreator #digitalnomad #,435800,1707,52,449400,65,Sped up songs full versions,original sound,79500,954,1800000,12800,7288499325376711982,7283765246379295786,7092355069982690053
2023-09-21,ginnythenomad,https://www.tiktok.com/@6754478220853658629/video/7281413353795341611,An asian girl filming herself in clothes that does not fit her and advicing to take them to local taylor at your low-cost destination to make them all fit. Because rich people always have clothes that fit them.,English,No,#travel #digitalnomad #traveltiktok #travellife #medellin #colombia #fashionhacks,0,8273,1560,432400,601,ginny 🌞 slow travel,original sound,1180,61,0,182,7281413353795341611,6754478220853658629,7281413371671563054
2023-11-04,nicoviajasolo,https://www.tiktok.com/@81182626912346112/video/7297559291437829408,Recommendations on applications and other things needed for extensive DN traveling,Spanish,No,#traveltips #trucosdeviaje #viajarbarato #vivirviajando #mochileros #digitalnomad #viajagratis,33700,14200,180,431700,161,<3,the world is not in your books and maps,30100,50,322800,847,7297559291437829408,81182626912346112,7183038472843692805
2023-08-22,wholistickait,https://www.tiktok.com/@6755306288669115397/video/7270151331506179370,"An American girl is eating ice-cream in Italy, claiming that all GMO food is prohibited ther and she finally has decided to move out of America to live healthier life.",English,No,#europe #europeansummer #europeanhealth #traveltiktok #wellnesstravel #glutenfree #toxins #chemicals #bpa #syntheticfood #realfood #cleaneating #nongmofoods #italy #rome #wellness #holistichealth #movefromamerica #digitalnomadlife #movetoitaly #americaninitaly #digitalnomad #fyp #healthcare #healthy,95700,40200,366,330700,73,Nicki Minaj & Ice Spice & Aqua,Barbie World (with Aqua) [From Barbie The Album] [Extended],9429,1112,564200,15000,7270151331506179370,6755306288669115397,7247966890844637186
2023-11-29,evi_bota,https://www.tiktok.com/@6667224701464969222/video/7306896903189384481,The woman telling about her experience of housesitting in Spain in November,Hungarian,No,#trustedtales #trustedhousesitters #housesitting #housesitter #utazóblogger #travelblogger #utazás #spanyolország #utazásitippek #travelinspiration #freelancer #digitalnomad #szabaduszo #solotravelwoman,35800,24800,577,315400,80,Fresto Music,Me Hace Daño Verte,3691,201,307000,1478,7306896903189384481,6667224701464969222,7164309656964171778
2023-07-06,jennyfer.paucay,https://www.tiktok.com/@6828281450195158022/video/7252790544252833066,A girl is walking thrpugh the airport wioth a carry-on and telling that this was not her life a year ago. But now she is solo-traveling fulltime,English,No,#travelingnonstop #travellife #travelnomad #digitalnomad #solotravel #travelmotivation #bucketlisttravel,90200,2648,169,307800,198,xxtristanxo,original sound,5176,375,796700,15500,7252790544252833066,6828281450195158022,7210191781932190506
2023-07-19,shrugmyshoulder,https://www.tiktok.com/@7096911744619070465/video/7257514349927877896,"Here are some of the things we learned so far from our time in South Korea, cheap cell phone plans, internet everywhere and very good transportation.",English,No,#singaporean #digitalnomad #shotoniphone #digitalnomadcouple #visitkorea #remotework #sgtravel #数码游民,163600,19900,14,301500,223,Roh Young Sim,"Woo Young-woo, the Same Backwards and Forwards",62600,361,2200000,14300,7257514349927877896,7096911744619070465,7133477048550426625
2023-12-06,melchekaoui,https://www.tiktok.com/@6812300776481489926/video/7309510960597781793,"A girl is showing all the big canned products, her parents brought to her in Ikea bag. She is living in Bali as digital nomad.",English,No,#haultok #haul #recentpurchases #essentialitems #girlessentials #unboxwithme #unboxinghaul #skincareproducts #balilifestyle #digitalnomad #expatlife,46200,12100,111,289500,283,Melissa Chekaoui,original sound,1959,40,523100,14,7309510960597781793,6812300776481489926,7309510997738670880
